ECMKey|Site_Name|Desc_English|Desc_Spanish|LocAddress|LocCity|LocState|LocZip|Phone_Number|URL|Ages_Served|Ages_Zero_Three_Y_N|Ages_Three_Five_Y_N|Part_Day_Y_N|Full_Day_Y_N|Full_Year_Y_N|School_Year_Y_N|Operating_Hours|School_Based_Y_N|Community_Based_Y_N|Head_Start_Y_N|Accepts_CCAP_Y_N|Home_Visiting_Y_N|Languages_other_than_English|Other_Features|Accreditation|Latitude|Longitude|Location|Agency_Associated_With|Neighborhood|Modified_on|Quality_Rating|Availability_Level
459|Frank W Gunsaulus Elementary Scholastic Academy|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|4420 S Sacramento Ave|Chicago|IL|60632|(773) 535-7215|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609958|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
460|Frank W Reilly ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|3650 W School St|Chicago|IL|60618|(773) 534-5250|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610144|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
461|Franz Peter Schubert ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|2727 N Long Ave|Chicago|IL|60639|(773) 534-3080|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610165 |''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
462|Frederic Chopin ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|2450 W Rice St|Chicago|IL|60622|(773) 534-4080|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609854|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
463|Frederick Funston ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|2010 N Central Park|Chicago|IL|60647|(773) 534-4125|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609930|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
464|Frederick Stock ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|7507 W Birchwood Ave|Chicago|IL|60631|(773) 534-1215|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610163 |''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
465|Friedrich Ludwig Jahn ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|3149 N Wolcott Ave|Chicago|IL|60657|(773) 534-5500|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610010|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
466|Genevieve Melody ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|3937 W Wilcox St|Chicago|IL|60624|(773) 534-6850|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610293|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
467|George Armstrong International Studies ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|2110 W Greenleaf Ave|Chicago|IL|60645|(773) 534-2150|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609779|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
468|George B McClellan ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|3527 S Wallace St|Chicago|IL|60609|(773) 535-1732|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610062|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
469|George B Swift Elementary Specialty School|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|5900 N Winthrop Ave|Chicago|IL|60660|(773) 534-2695|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610196 |''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Low
470|George Leland ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|512 S Lavergne Ave|Chicago|IL|60644|(773) 534-6340|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610305|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
471|George M Pullman ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|11311 S Forrestville Ave|Chicago|IL|60628|(773) 535-5395|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610139|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
472|George Manierre ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|1420 N Hudson Ave|Chicago|IL|60610|(773) 534-8456|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610048|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
473|George Rogers Clark ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|1045 S Monitor Ave|Chicago|IL|60644|(773) 534-6225|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609795|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
474|George W Curtis ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|32 E 115th St|Chicago|IL|60628|(773) 535-5050|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609900|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
475|George W Tilton ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|223 N Keeler Ave|Chicago|IL|60624|(773) 534-6746|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610202 |''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
476|George Washington Carver Primary School|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|902 E 133rd Pl|Chicago|IL|60827|(773) 535-5674|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609845|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
477|George Washington ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|3611 E 114th St|Chicago|IL|60617|(773) 535-5010|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610219 |''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
478|Gerald Delgado Kanoon Elementary Magnet School|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|2233 S Kedzie Ave|Chicago|IL|60623|(773) 534-1736|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609920|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
479|Grover Cleveland ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|3121 W Byron St|Chicago|IL|60618|(773) 534-5130|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609857|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
480|Hannah G Solomon ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|6206 N Hamlin Ave|Chicago|IL|60659|(773) 534-5226|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610182 |''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|Medium
481|Hanson Park ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|5411 W Fullerton Ave|Chicago|IL|60639|(773) 534-3100|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610068|''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
482|Harold Washington ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |''|9130 S University Ave|Chicago|IL|60619|(773) 535-6225|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610124 |''|True|True|''|''|''|''|0|''|''|''|''|''|0|''|0|''|''|''|''|''|Jun 27 2016  9:37PM|0|High
