ECMKey|Site_Name|Desc_English|Desc_Spanish|LocAddress|LocCity|LocState|LocZip|Phone_Number|URL|Ages_Served|Ages_Zero_Three_Y_N|Ages_Three_Five_Y_N|Part_Day_Y_N|Full_Day_Y_N|Full_Year_Y_N|School_Year_Y_N|Operating_Hours|School_Based_Y_N|Community_Based_Y_N|Head_Start_Y_N|Accepts_CCAP_Y_N|Home_Visiting_Y_N|Languages_other_than_English|Other_Features|Accreditation|Location|Agency_Associated_With|Modified_on|Quality_Rating|Availability_Level
694|William H Ray ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|5631 S Kimbark Ave|Chicago|IL|60637|(773) 535-0970|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610142|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
695|William H Ryder Math & Science Specialty ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|8716 S Wallace St|Chicago|IL|60620|(773) 535-3843|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610153|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
696|William H Seward Communication Arts Academy ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|4600 S Hermitage Ave|Chicago|IL|60609|(773) 535-4890|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610167 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
697|William J Onahan ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|6634 W Raven St|Chicago|IL|60631|(773) 534-1180|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610104|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
698|William K New Sullivan ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|8331 S Mackinaw Ave|Chicago|IL|60617|(773) 535-6585|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610193 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
699|William P Gray ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|4632 W Diversey Ave |Chicago|IL|60641|(773) 534-3520|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609949|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
700|William P Nixon ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|4150 W Dickens Ave|Chicago|IL|60639|(773) 534-4375|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610097|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
701|William Penn ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|1616 S Avers Ave|Chicago|IL|60623|(773) 534-1665|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610123|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
702|William T Sherman ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|1000 W 52nd St|Chicago|IL|60609|(773) 535-1757|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610172 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
703|William W Carter Elementary School|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|5740 S Michigan Ave|Chicago|IL|60637|(773) 535-0860|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609844|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
704|Wolfgang A Mozart ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|2200 N Hamlin Ave|Chicago|IL|60647|(773) 534-4160|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610088|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
705|Woodlawn Community ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|6657 S Kimbark Ave|Chicago|IL|60637|(773) 535-0801|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609977 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Low
1000367|Southeast ES|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|3930 E 105TH|Chicago|IL|60617-6335|(773)-535-8040|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610586 |_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|_|_|Medium
802|Lionel Hampton Fine & Performing Arts School|_|_|3434 W 77th St|_|_|_|_|_|_|True|False|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|Medium
805|Wilma Rudolph Learning Center|Chicago Public Schools early childhood school based preschool programs work to ensure children ages 3 and 4 years old  particularly those most in need  have access to high-quality programs. Schools are committed to creating an engaging  developmentally appropriate learning environment that supports |_|110 N Paulina St|Chicago|IL|60612|(773) 534-7460|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610308|_|True|True|_|_|_|_|_|_|_|_|_|_|_|_|_|_|Chicago Public Schools|Jun 27 2016  9:37PM|_|High
235|Passages Charter School|Passages Charter School serves low-income and minority children of refugee families from around the world. All children have an innate ability to learn when they are provided with the support and resources needed to succeed. Having thirty five different languages spoken at Passages brings uniqueness|_|1643 W Bryn Mawr Ave|Chicago|IL|60660|(773) 433-3530|http://passagescharterschool.com|_|True|True|_|_|_|_|7:00am-3:45pm (afterschool program available until 5:30pm)|_|_|_|_|_|English, Albanian, Arabic, Bosnian, Italian, Philipino (Tagalog), Spanish, Turkish, Urdu, Assyrian, |_|_|_|Asian Human Services|Jun 27 2016  9:37PM|_|Low
108|Allison's Infant and Toddler Center - Englewood|Allison's Infant & Toddler Center's philosophy is to provide high quality of service to children between the ages of 6 weeks and 6 years old from various ethnic back grounds. Although  we speak the English language primarily  we have a strong desire to share our differences; some of which stem from |_|5522 S Racine Ave|Chicago|IL|60636|(773) 436-3193|http://www.allisonsinfantandtoddler.com|_|False|True|_|_|_|_|6:00am-6:00pm|_|_|_|_|_|English|_|NAEYC|_|Allisons Infant and Toddler Center|Jun 27 2016  9:37PM|_|High
109|Allison's Infant and Toddler Center - Park Manor/Greater Grand Crossing|Allison's Infant & Toddler Center's philosophy is to provide high quality of service to children between the ages of 6 weeks-6 years old from various ethnic back grounds. Although  we speak the English language primarily  we have a strong desire to share our differences  some of which stem from the |_|440-442 E 71st St|Chicago|IL|60619|(773) 952-4391|http://www.allisonsinfantandtoddler.com|_|False|True|_|_|_|_|6:00am-6:00pm|_|_|_|_|_|English|_|Awards of Excellence, NAEYC|_|Allisons Infant and Toddler Center|Jun 27 2016  9:37PM|_|High
110|Allison's Infant and Toddler Center - Roseland|Easter Seals Metropolitan Chicago is proud to offer comprehensive Head Start/Early Head Start services in partnership with Allison's.  Through this partnership Allison's offers high quality early childhood education in a safe licensed child care facility dedicated to supporting families and helping |_|234 E 115th St|Chicago|IL|60628|(773) 840-4502|http://www.allisonsinfantandtoddler.com|_|False|True|_|_|_|_|6:00am-6:00pm|_|_|_|_|_|English|_|Awards of Excellence, NAEYC|_|Allisons Infant and Toddler Center|Jun 27 2016  9:37PM|_|High
101|Ada S. McKinley Community Services - Ersula Howard|Ersula Howard is located in the South shore community, it provides services to children between the ages of three to five years old. We are funded by the City of Chicago Department of Family Support Services Head Start Program and the Chicago Public School Community Partnership's Preschool for All P|_|7222 S Exchange Ave|Chicago|IL|60649|(773) 221-9711|http://adasmckinley.org|_|True|False|_|_|_|_|7:00am-6:00pm|_|_|_|_|_|English|_|COA|_|Ada S McKinley Community Services|Jun 27 2016  9:37PM|_|High
102|Ada S. McKinley Community Services - Maggie Drummond|Maggie Drummond offers comprehensive services for the whole family.  We welcome children with all levels of abilities and challenges and all family dynamics.  We strive for a partnership with parents  recognizing that they are their child's first and most important teacher.  Maggie Drummond is a pla|_|4301 S Wabash Ave|Chicago|IL|60653|(773) 373-8200|http://www.adasmckinley.org|_|False|True|_|_|_|_|7:00am-6:00pm|_|_|_|_|_|English|_|COA|_|Ada S McKinley Community Services|Jun 27 2016  9:37PM|_|Medium
103|Ada S. McKinley Community Services - Roseland|Roseland is located in the Roseland community, it provides services to children between the ages of three to five years old. We are funded by the City of Chicago Department of Family Support Services Head Start Program. We have partnered with Teach for America to ensure that we have qualified teache|_|11400 S Edbrooke Ave|Chicago|IL|60628|(773) 468-1918|http://www.adasmckinley.org|_|True|True|_|_|_|_|7:00am-6:00pm|_|_|_|_|_|English, Spanish|_|COA|_|Ada S McKinley Community Services|Jun 27 2016  9:37PM|_|High
104|Ada S. McKinley Community Services - Trumbull Park|We have uniquely been housed in (CHA) Chicago Housing Authority for over 40 years but we welcome those outside the South Deering Community. Our newly renovated program offers Headstart  Childcare and Pre-k services to children 3-5 years old. Our hours of operation are from 7:00 am to 6:00 pm. We are|_|10534 S Oglesby Ave|Chicago|IL|60617|(773) 978-5341|_|_|True|True|_|_|_|_|7:00am-6:00pm|_|_|_|_|_|English|_|COA|_|Ada S McKinley Community Services|Jun 27 2016  9:37PM|_|Medium
107|All About Kids Learning Academy, Inc|At All About Kids Learning Academy we focus on creating a positive environment for everyone involved in the process of developing the foundation for educating our children. We offer an exciting, fun-filled learning environment for children between the ages of 6 weeks and 5 years of age.  Our curricu|_|514 E 75th St|Chicago|IL|60619|(773) 892-2800|_|_|False|True|_|_|_|_|6:30am-6:00pm|_|_|_|_|_|English|_|_|_|Ada S McKinley Community Services|Jun 27 2016  9:37PM|_|High
242|Stepping Stones Early Childhood Center|VISION Statement\nBuilding minds changing lives in our community.\nMISSION Statement\nOur mission is to provide lots of love to children whose parents have to work or attend school to meet the demands of our society.  We prepare their children to enter kindergarten on a level playing field. By doing th|_|1300 E 75th St|Chicago|IL|60619|(773) 493-0000|http://www.Steppingstoneseclc.org|_|False|True|_|_|_|_|6:30am-6:30pm|_|_|_|_|_|English|_|NAEYC|_|Ada S McKinley Community Services|Jun 27 2016  9:37PM|_|Medium
265|J & L Family Learning Day Care|_|_|11640 S Wentworth Ave|Chicago|IL|60628|(773) 821-1808|_|_|False|True|_|_|_|_|6:00am-8:00pm|_|_|_|_|_|English|_|_|_|Ada S McKinley Community Services|Jun 27 2016  9:37PM|_|High
