ECMKey|Site_Name|LocAddress|LocCity|LocState|LocZip|Phone_Number|URL|Ages_Served|Ages_Zero_Three_Y_N|Ages_Three_Five_Y_N|Part_Day_Y_N|Full_Day_Y_N|Full_Year_Y_N|School_Year_Y_N|Operating_Hours|School_Based_Y_N|Community_Based_Y_N|Head_Start_Y_N|Accepts_CCAP_Y_N|Home_Visiting_Y_N|Languages_other_than_English|Other_Features|Accreditation|Location|Agency_Associated_With|Modified_on|Quality_Rating|Availability_Level
648|Robert Fulton Elementary School|5300 S Hermitage Ave|Chicago|IL|60609|773-535-9000|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609929|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
649|Robert Healy Elementary School|3040 S Parnell Ave|Chicago|IL|60616|773-534-9190|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609979|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
650|Robert L Grimes Elementary School|4918 W 64th St|Chicago|IL|60638|773-535-2364|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609956|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Low
651|Robert Nathaniel Dett Elementary School|2131 W Monroe St|Chicago|IL|60612|773-534-7160|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610252|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
652|Rodolfo Lozano Bilingual & International Center Elementary School|1501 N Greenview Ave|Chicago|IL|60642|773-534-4750|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610029|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|19 Sep 2016 09:02:28:000|Gold|Low
653|Ronald Brown Elementary Community Academy|12607 S Union Ave|Chicago|IL|60628|773-535-5385|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610091|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
654|Ronald E McNair Elementary School|4820 W Walton St|Chicago|IL|60651|773-534-8980|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610282|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
655|Roswell B Mason Elementary School|4217 W 18th St|Chicago|IL|60623|773-534-1530|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610056|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
656|Ruben Salazar Elementary Bilingual Center|160 W Wendell St|Chicago|IL|60610|773-534-8310|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610250|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
657|Rufus M Hitch Elementary School|5625 N McVicker Ave|Chicago|IL|60646|773-534-1189|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609995|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
658|Salmon P Chase Elementary School|2021 N Point St|Chicago|IL|60647|773-534-4185|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609853|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|High
659|Scott Joplin Elementary School|7931 S Honore St|Chicago|IL|60620|773-535-3425|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609805|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
660|Sharon Christa McAuliffe Elementary School|1841 N Springfield Ave|Chicago|IL|60647|773-534-4400|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609968|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Medium
661|Socorro Sandoval Elementary School|5534 S Saint Louis Ave|Chicago|IL|60629|773-535-0457|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610226 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
662|South Shore Fine Arts Academy|1415 E 70th St|Chicago|IL|60637|773-535-8340|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610530 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|29 Sep 2016 10:42:37:000|Silver|Low
663|Spencer Technology Academy|214 N Lavergne Ave|Chicago|IL|60644|773-534-6150|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610183 |3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
664|Stephen F Gale Elementary Community Academy|1631 W Jonquil Ter|Chicago|IL|60626|773-534-2100|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609933|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|22 Sep 2016 06:47:49:000|Gold|Low
665|Stephen K Hayt Elementary School|1518 W Granville Ave|Chicago|IL|60660|773-534-2040|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609976|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
666|Talman Elementary School|5450 S Talman Ave|Chicago|IL|60632|773-535-7850|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610249 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|21 Sep 2016 13:50:59:000|Gold|Low
667|Tarkington School of Excellence Elementary School|3330 W 71st St|Chicago|IL|60629|773-535-4700|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610396 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
668|Telpochcalli Elementary School|2832 W 24th Blvd|Chicago|IL|60623|773-534-1402|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609921 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|High
669|Theodore Herzl Elementary School|1401 S Hamlin Ave|Chicago|IL|60623|773-534-1480|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609991|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Low
670|Theophilus Schmid Elementary School|9755 S Greenwood Ave|Chicago|IL|60628|773-535-6235|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610178 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
671|Thomas A Hendricks Elementary Community Academy|4316 S Princeton Ave|Chicago|IL|60609|773-535-1696|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609987|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
672|Thomas Chalmers Specialty Elementary School|2745 W Roosevelt Rd|Chicago|IL|60608|773-534-1720|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609851|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
673|Thomas J Higgins Elementary Community Academy|11710 S Morgan St|Chicago|IL|60643|773-535-5625|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610295|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
674|Velma F Thomas Early Childhood Center|3625 S Hoyne Ave|Chicago|IL|60609|773-535-4088|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610504 |3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
675|Virgil Grissom Elementary School|12810 S Escanaba Ave|Chicago|IL|60633|773-535-5380|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609944|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Medium
676|Walt Disney II Magnet School|3815 N Kedvale Ave|Chicago|IL|60641|773-534-3750|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610515|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|19 Sep 2016 09:03:11:000|Gold|Low
677|Walt Disney Magnet Elementary School|4140 N Marine Dr|Chicago|IL|60613|773-534-5840|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610363|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
678|Walter Q Gresham Elementary School|8524 S Green St|Chicago|IL|60620|773-535-3350|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609955|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
679|Washington D Smyser Elementary School|4310 N Melvina Ave|Chicago|IL|60634|773-534-3711|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610179 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
680|Washington Irving Elementary School|749 S Oakley Blvd|Chicago|IL|60612|773-534-7295|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610121|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
681|Wendell E Green Elementary School|1150 W 96th St|Chicago|IL|60643|773-535-2575|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610032|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|19 Sep 2016 09:03:51:000|Silver|Low
682|Wendell Smith Elementary School|744 E 103rd St|Chicago|IL|60628|773-535-5689|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609978 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|05 Oct 2016 06:29:05:000|Gold|Low
683|West Park Elementary Academy|1425 N Tripp Ave|Chicago|IL|60651|773-534-4940|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610100 |3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
684|West Ridge Elementary School|6700 N Whipple Ave|Chicago|IL|60645|773-534-8250|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610542 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
685|Willa Cather Elementary School|2908 W Washington Blvd|Chicago|IL|60612|773-534-6780|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610251|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
686|William C Goudy Elementary School|5120 N Winthrop Ave|Chicago|IL|60640|773-534-2480|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609945|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Low
687|William C Reavis Math & Science Specialty Elementary School|834 E 50th St|Chicago|IL|60615|773-535-1060|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610143|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
688|William E B Dubois Elementary School|330 E 133rd St|Chicago|IL|60827|773-535-5582|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610364|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
689|William E Dever Elementary School|3436 N Osceola Ave|Chicago|IL|60634|773-534-3090|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609884|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
690|William F Finkl Elementary School|2332 S Western Ave|Chicago|IL|60608|773-535-5850|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609967|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|High
691|William G Hibbard Elementary School|3244 W Ainslie St|Chicago|IL|60625|773-534-5191|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609994|3 years to 5 years|0|1|1|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|27 Sep 2016 14:06:22:000|Silver|Low
692|William H Brown Elementary School|54 N Hermitage Ave|Chicago|IL|60612|773-534-7250|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609812|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
693|William H Prescott Elementary School|1632 W Wrightwood Ave|Chicago|IL|60614|773-534-5505|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610136|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
694|William H Ray Elementary School|5631 S Kimbark Ave|Chicago|IL|60637|773-535-0970|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610142|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
695|William H Ryder Math & Science Specialty Elementary School|8716 S Wallace St|Chicago|IL|60620|773-535-3843|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610153|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
696|William H Seward Communication Arts Academy Elementary School|4600 S Hermitage Ave|Chicago|IL|60609|773-535-4890|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610167 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|High
697|William J Onahan Elementary School|6634 W Raven St|Chicago|IL|60631|773-534-1180|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610104|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
698|William K New Sullivan Elementary School|8331 S Mackinaw Ave|Chicago|IL|60617|773-535-6585|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610193 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
699|William P Gray Elementary School|4632 W Diversey Ave|Chicago|IL|60641|773-534-3520|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609949|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Low
700|William P Nixon Elementary School|4150 W Dickens Ave|Chicago|IL|60639|773-534-4375|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610097|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Licensed|Low
701|William Penn Elementary School|1616 S Avers Ave|Chicago|IL|60623|773-534-1665|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610123|3 years to 5 years|0|1|0|1|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
702|William T Sherman Elementary School|1000 W 52nd St|Chicago|IL|60609|773-535-1757|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610172 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Medium
703|William W Carter Elementary School|5740 S Michigan Ave|Chicago|IL|60637|773-535-0860|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609844|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Silver|Low
704|Wolfgang A Mozart Elementary School|2200 N Hamlin Ave|Chicago|IL|60647|773-534-4160|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=610088|3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|High
705|Woodlawn Community Elementary School|6657 S Kimbark Ave|Chicago|IL|60637|773-535-0801|http://www.cps.edu/Schools/Pages/school.aspx?SchoolID=609977 |3 years to 5 years|0|1|1|0|0|1|_|1|0|0|0|0|;;|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|Gold|Low
710|Kiddy Kare Learning Centers - Little Tykes II|1723 W 35th St|Chicago|IL|60609|773-579-1791|www.kiddykaredaycare.com|15 months to 5 years|1|1|1|1|1|1|6:00am-6:00pm|0|1|0|1|0|Spanish;;|_|"Awards of Excellence, NAEYC"|_|El Valor|16 Sep 2016 13:41:00:000|Gold|Medium
711|Jelly Bean 74th St|7419 S Cottage Grove Ave|Chicago|IL|60619|773-488-4141|www.jellybeanlearningcenter.org|3 years to 6 years|0|1|0|0|0|1|6:30am-6:00pm|0|1|0|1|0|;;|_|_|_|Henry Booth House|16 Sep 2016 13:41:00:000|Licensed|Medium
713|University of Illinois at Chicago - UIC Children's Center|1919 W Taylor St|Chicago|IL|60612|312-413-5328|www.childrenscenter.uic.edu|3 years to 5 years|0|1|0|0|0|0|7:00am-6:00pm|0|1|0|0|1|Chinese (Simplified);Spanish;Chinese (Traditional)|_|NAEYC|_|University of Illinois at Chicago|28 Sep 2016 11:49:50:000|Licensed|High
714|Centers for New Horizons - Dawson|3901 S State St|Chicago|IL|60609|773-536-2187|www.cnh.org|0 years to 5 years|1|1|0|1|1|0|7:00am-6:00pm|0|1|0|0|1|;;|_|COA|_|Centers for New Horizons|16 Sep 2016 13:41:00:000|Gold|Medium
715|Carole Robertson Center for Learning - Roosevelt|2020 W Roosevelt Rd|Chicago|IL|60608|312-243-7300|http://www.crcl.net|0 years to 5 years|1|1|1|1|1|1|6:00 AM - 6:00 PM|0|1|0|1|1|Spanish;;|_|NAEYC|_|Carole Robertson Center for Learning|19 Sep 2016 06:46:12:000|Licensed|Medium
721|Archdiocese of Chicago - Visitation|900 W Garfield Blvd|Chicago|IL|60609|773-373-5200|www.visitationschoolchicago.net|3 years to  grade|0|1|0|0|0|0|8:00am-3:00pm|0|1|0|0|0|Spanish;;|_|_|_|Archdiocese of Chicago|16 Sep 2016 13:41:00:000|Licensed|Medium
722|Chicago Lighthouse for People who are Blind or Visually Impaired|1850 W Roosevelt Rd|Chicago|IL|60608|312-666-1331|www.chicagolighthouse.org|3 years to 5 years|0|1|0|0|0|0|9:00am-3:30pm|0|1|0|0|0|Spanish;;|_|_|_|Chicago Lighthouse 4 Blind & Visually Impaired|16 Sep 2016 13:41:00:000|Licensed|Low
725|El Valor - Smart Learning Center|2841 S Archer Ave|Chicago|IL|60608|773-523-8228|_|3 years to 5 years|0|1|0|0|0|0|6:30am-6:00pm|0|1|0|0|0|Chinese (Simplified);;Chinese (Traditional)|_|_|_|El Valor|16 Sep 2016 13:41:00:000|Licensed|High
726|Kenyatta's Day Care & Learning Center|2334 E 75th St|Chicago|IL|60649|773-221-3777|www.kenyattasdc.wix.com/kdc1|6 weeks to 12 years|1|1|0|0|0|0|6:30am-12:00am|0|1|0|0|0|;;|_|_|_|Kenyattas Daycare and Learning|16 Sep 2016 13:41:00:000|Licensed|Medium
728|New Concept Preschool (Institute for Positive Education)|7825 S Ellis Ave|Chicago|IL|60619|773-651-9599|www.ipeclc.org|2 years to 6 years|1|1|0|0|0|0|7:00am-6:00pm|0|1|0|0|0|Spanish;;|_|_|_|New Concept Preschool|16 Sep 2016 13:41:00:000|Licensed|Medium
729|Bunnyland Day Care|545 W 119th St|Chicago|IL|60628|773-568-5200|n/a|6 weeks to 5 years|1|1|0|0|0|0|6:00am-6:00pm|0|1|0|0|0|;;|_|NAEYC|_|Ada S McKinley Community Services|16 Sep 2016 13:41:00:000|Licensed|High
731|Dream Child Development|1836 W 87th St|Chicago|IL|60620|773-445-5100|n/a|6 weeks to 5 years|1|1|0|0|0|0|6:30am-6:00pm|0|1|0|0|0|;;|_|_|_|Ada S McKinley Community Services|16 Sep 2016 13:41:00:000|Licensed|High
732|Heaven's Learning Garden|7801 S Wolcott Ave|Chicago|IL|60620|773-994-5437|n/a|6 weeks to 12 years|1|1|0|0|0|0|6:00am-6:00pm|0|1|0|0|0|;;|_|_|_|Ada S McKinley Community Services|16 Sep 2016 13:41:00:000|Licensed|High
733|Little Folks Cottage|5926 W Madison Ave|Chicago|IL|60644|773-379-4419|n/a|6 weeks to 5 years|1|1|0|0|0|0|6:00am-6:00pm|0|1|0|0|0|;;|_|_|_|Little Folks Cottage|28 Sep 2016 12:31:06:000|Licensed|High
734|Little Genius 2|1000 W 103rd St|Chicago|IL|60643|773-629-8003|n/a|2 years to 12 years|1|1|0|0|0|0|6:00am-9:00pm|0|1|0|0|0|;;|_|_|_|Ada S McKinley Community Services|16 Sep 2016 13:41:00:000|Licensed|Low
735|New Knowledge Learning Center|8440 S Kedzie Ave|Chicago|IL|60652|773-436-8150|n/a|2 years to 6 years|1|1|0|0|0|0|6:30am-6:00pm|0|1|0|0|0|;;|_|_|_|Ada S McKinley Community Services|16 Sep 2016 13:41:00:000|Licensed|Medium
736|Precious Little Ones - 47th|624 E 47th St|Chicago|IL|60653|773-268-2685|n/a|6 weeks to 3 years|1|1|0|0|0|0|6:00am-6:00pm|0|1|0|0|0|;;|_|_|_|Ada S McKinley Community Services|16 Sep 2016 13:41:00:000|Licensed|Medium
737|Chicago Commons Association - Learn Together Grow Together Child Development C.|1126 W 99th St|Chicago|IL|60643|773-568-4769|www.chicagocommons.org|6 weeks to 12 years|1|1|0|0|0|0|6:00am-6:00pm|0|1|0|0|0|Spanish;;|_|_|_|Chicago Commons Association|19 Sep 2016 06:47:50:000|Licensed|Medium
738|First Steps Learning Daycare|6401 S Ashland Ave|Chicago|IL|60636|n/a|www.chicagoyouthcenters.org|6 weeks to 6 years|1|1|0|0|0|0|6:00am-6:00pm|0|1|0|0|0|;;|_|_|_|Chicago Youth Centers|19 Sep 2016 06:48:22:000|Licensed|High
739|Graham Crackers|10650 S Michigan Ave|Chicago|IL|60628|773-468-1128|www.chicagoyouthcenters.org|2 years to 6 years|1|1|0|0|0|0|6:00am-6:00pm|0|1|0|0|0|;;|_|_|_|Chicago Youth Centers|16 Sep 2016 13:41:00:000|Licensed|Medium
740|New Generation Creative Learning Center|1910 W 64th St|Chicago|IL|60636|773-471-6145|n/a|2 years to 5 years|1|1|0|0|0|0|6:30am-6:30pm|0|1|0|0|0|;;|_|_|_|Easter Seals Society of Metropolitan Chicago|16 Sep 2016 13:41:00:000|Licensed|High
741|Sweet Pea Academy|1414 W 87th St|Chicago|IL|60620|773-239-2322|n/a|6 weeks to 12 years|1|1|0|0|0|0|6:00am-9:00pm|0|1|0|0|0|;;|_|NAEYC|_|Easter Seals Society of Metropolitan Chicago|16 Sep 2016 13:41:00:000|Licensed|High
744|Frazier Preparatory Academy Charter|3711 W Douglas Blvd|Chicago|IL|60623|773-521-1303|www.frazierprep.org|4 years to 5 years|0|1|0|0|0|0|8:00am-3:30pm|0|1|0|0|0|;;|_|_|_|Frazier Prepatory Academy|18 Oct 2016 08:52:51:000|Licensed|Low
745|Chicago Child Care Society - Englewood|7000 S Parnell Ave|Chicago|IL|60621|773-897-0950|www.cccsociety.org|3 years to 5 years|0|1|0|0|0|0|8:00am-5:00pm|0|1|0|0|0|;;|_|_|_|Chicago Child Care Society|16 Sep 2016 13:41:00:000|Licensed|Medium
746|Austin Town Hall Children's Center|5610 W Lake St|Chicago|IL|60644|773-379-0901|n/a|3 years to 5 years|0|1|0|0|0|0|7:30am-5:30pm|0|1|0|0|0|Spanish;;|_|NAEYC|_|Lutheran Social Services|19 Sep 2016 06:49:15:000|Licensed|Low
748|Easter Seals Society of Metropolitan Chicago - Gilchrist Marchman|1312 S Racine Ave|Chicago|IL|60608|312-492-7402|www.eastersealschicago.org|6 weeks to 5 years|1|1|0|1|1|1|7:00am-6:00pm|0|1|0|1|0|Chinese (Traditional);Spanish;French|_|NAEYC|_|Easter Seals Society of Metropolitan Chicago|19 Sep 2016 06:50:02:000|Gold|Low
801|Archdiocese of Chicago - St. Philip Neri|2110 E 72nd St|Chicago|IL|60649|773-288-1138|www.spnschoolchicago.org|3 years to 8 grade|0|1|0|1|0|1|7:30am-3:00pm|0|1|0|1|0|;;|_|_|_|Archdiocese of Chicago|16 Sep 2016 13:41:00:000|Licensed|Medium
802|Lionel Hampton Fine & Performing Arts School|3434 W 77th St|_|_|_|_|_|_|0|0|0|0|0|0|_|0|0|0|0|0|_|_|_|_|Chicago Public Schools|16 Sep 2016 13:41:00:000|_|High
803|Shining Star #1|3012 E 92nd St|Chicago|IL|60617|773-488-7827|www.shiningstaryouth.com|0 years to 5 years|1|1|0|0|0|1|6:00am-6:00pm|0|1|0|1|0|Spanish;;|_|_|_|Shining Star|16 Sep 2016 13:41:00:000|Licensed|High
